,ENSG00000118785.14,ENSG00000143320.9,ENSG00000147689.16,ENSG00000164266.11,ENSG00000105388.16,ENSG00000164932.13,ENSG00000099953.10,ENSG00000211892.4,ENSG00000183010.17,ENSG00000175063.17,ENSG00000163993.7,ENSG00000179913.11,ENSG00000196611.5,ENSG00000123500.10,ENSG00000029993.15,ENSG00000168484.12,ENSG00000204305.14,ENSG00000066405.13,ENSG00000170323.9,ENSG00000122852.15,ENSG00000149021.7,ENSG00000185303.17,ENSG00000244734.4,ENSG00000243566.7,ENSG00000188536.13,ENSG00000156076.10,ENSG00000142748.13,ENSG00000183019.7,ENSG00000108576.10,ENSG00000105974.13,Label
TCGA-86-7955-01A,5.048637266089612,1.5459189608948427,4.8339374860007,1.387086770015909,3.1234675556511258,4.832145695276485,1.9484139577928692,3.866532175866902,6.654928117854255,4.340199057232856,13.124560404087518,4.357587191872897,2.465608848395594,1.078951341394822,7.4958590232667905,2.9433962737616746,2.234194722953812,0.6064422281316076,0.3400494728531664,4.662883384246394,0.0,4.950281766237205,0.9225023429185798,1.3535491357220442,0.5443864664896848,0.3650205786195307,1.1390765150461115,0.3179986178614349,0.0217639742916566,2.776714634824004,1
TCGA-55-6978-11A,1.1376346718833723,1.27667531650318,0.2874722951190667,0.1823109180256963,1.3212931693755128,0.6863436430761807,0.2960755749528878,2.5433226506365245,1.3502143379664724,1.662752389364824,3.766298323984848,1.519290279036526,0.8625902483801616,0.2526578641941174,3.3994719088155536,12.587841892462995,10.244855076555986,8.292196915974143,6.682515711992064,12.524072518002498,10.813531984201171,12.406361226906023,8.826027561278453,6.364066349771563,7.361193728183742,6.3152691401861984,6.458821623157337,5.344647438768685,5.197043657638418,8.862600166229814,0
TCGA-50-6592-01A,8.300814240388835,6.380911228260721,3.3978577120585416,8.417994668183074,10.073828934198634,5.782875058752891,2.7042301321949473,6.841755541292057,3.5351322666187217,6.984697571215629,10.935549176803288,6.547658037509508,5.59332687707725,3.458224496099643,4.968892538588856,0.3640120535586146,2.3558901891960553,0.3305584000308024,0.9460570708974768,2.7353705347132857,0.1463945490605052,2.619859014974725,2.8646318871308516,5.097526524595037,1.7500919304486524,1.6918021329181545,2.0107082392077857,1.2142491702545135,0.0996318500144603,4.00727624700132,1
TCGA-38-4625-01A,4.20420333239365,4.714218037498865,5.47406931976964,1.0360461001568595,0.15704371014558,4.268801159203337,2.4172179269950864,6.3143901923045345,5.520541682387757,5.574831150386553,2.415082582794445,3.7246066191802503,6.0449208254806175,1.0606008295541172,6.782652313664302,9.909762755431265,4.290453894468236,3.5675576160728686,1.2553798740513156,10.04932282270642,1.6115973339938936,10.149913350051577,5.894209035818976,1.1010449046671371,3.207205690380002,1.3615437979678653,2.482693423769154,1.499169814115249,0.1190241031422746,5.5697189254841,1
TCGA-80-5611-01A,9.416995079925869,3.823861429722651,2.6353597143573757,0.2570106182060239,8.524631819447935,5.421815743089092,4.268831095138533,3.962632306313671,5.793131165956789,5.184875342908284,9.68401411397198,3.858090436807077,6.085530882831985,2.3183168413349833,7.099729672933622,0.2335199787739163,0.6751836257878111,0.0450235216984977,0.0903114713760365,0.2970152884144715,0.0,0.4676968363726027,3.425566724075251,2.399882010026675,1.834630322309462,0.0398402645317911,0.8053750108947682,0.9814873677982616,0.0120680233090903,2.3442319840116803,1
TCGA-86-8054-01A,7.007125966851869,5.877066907581916,4.684240870712863,1.4007018628877956,6.92000620963933,4.431275280463293,2.44855741142666,5.428219455962772,5.0511371443138176,5.897150859511876,5.131898106404674,1.7911055704125292,3.4781046335450982,3.8974824681961016,9.696841849855105,6.495002745876593,4.390144875247409,2.734460344337044,1.140647793154842,9.1604024131013,0.9989175727583598,9.6413773146495,2.3142324687053546,0.5789870033325797,0.6076735603490564,0.7552294337976789,1.0902437121744233,0.6650288676370387,0.0738202332916713,3.6577428878734466,1
TCGA-55-6986-01A,7.342998230654223,2.9141052371184717,3.704916218226725,2.0334053807270527,0.8770374506986983,3.1931409191448767,4.403417711191148,6.0083905232130475,4.443089416243222,3.4077470248391686,7.05161245835957,4.92495498496888,3.5959093912629223,2.8759962545729323,4.156526058528656,8.67798666524105,6.381709057032858,5.249756298616207,1.9828019629452092,10.969568267882543,1.9787813767627345,11.39163863826577,2.062570756852501,3.184692887462388,0.8269246829363488,2.0639860607016707,2.6685276337224324,1.7058010086876785,0.2428158840268419,5.330881034314298,1
TCGA-L9-A5IP-01A,10.087354502453891,3.5179559304780974,8.832558725755986,1.1692836611157298,8.031380307818809,4.307384806498297,2.7209131989696167,8.082895216786874,4.8753180908351865,4.153083808161576,11.730018024734347,5.209815943411766,3.168032226854041,2.6023143425089312,6.410098531797015,0.2203299548795556,1.130864991836488,0.0156402903768822,1.5540976378353404,0.092342768995447,0.6038814828842078,0.2298339904609975,1.144372734291979,2.681336813930132,0.1976138096910743,0.0409625477784978,1.2229281800026126,0.5319677773976815,0.0166389421137891,4.212794985476453,1
TCGA-69-7764-01A,3.0007391918067308,8.1109139007882,3.5329652159336025,9.065662509524728,5.163559111671192,3.952659720238894,1.021337582965695,6.181698911096105,5.414551635003647,3.641626947213128,6.6845214175049374,1.6736016488311662,6.96344637957271,3.300680189943545,5.416860004341336,6.922916162126539,4.900084280827431,3.586956849754119,0.7619660307369442,12.111144833797525,3.4311147848528383,12.196115388410693,7.003052351759374,0.8519189071952044,4.60542321666882,6.472622611657128,2.211105669617477,0.137503523749935,0.3428960367396197,4.6477519724376295,1
TCGA-49-6744-01A,8.437396711599687,7.789088215440444,3.2489749852795433,8.585508667791741,3.5124797469196327,6.028617771614799,5.326091470371521,6.352509604780569,5.284869433096032,3.5229094594629564,5.932878504773088,4.31326762267522,4.023477151830433,4.737346054812198,6.077785616871186,8.856335571372936,6.017467654718548,4.503202422695889,2.2981010696304898,8.77041414549646,2.477988108101652,9.153754425471632,5.742189501283474,2.0303360783709588,5.060484104730577,4.98434781770939,2.2819355891424693,3.373439412573071,0.2522945412018369,5.528624450075443,1
TCGA-75-5125-01A,6.97216418165166,7.855190538794592,4.041654771531769,0.6383982622358539,1.3257893458286791,5.717698354605781,3.071796986090828,8.71914715356134,5.011763972334537,7.360624134913857,2.3765404436245943,3.728094656276924,4.515926867508319,3.3797041280890445,3.982966203145345,2.411236404941812,2.7351538747980455,1.0346383179990088,0.3298698723176592,6.229803234291069,2.4454883529833507,6.39862057670838,1.5300207865457602,0.7979260497258778,0.6679375279789245,1.0285691521967708,1.570802920095779,1.4720717994160677,0.0972062459743658,3.7828488552332686,1
TCGA-38-4626-11A,5.511376318199587,2.3971457973927808,0.2278642725465074,2.7723924394085833,3.13609292785193,1.0502578901169526,0.1978653913537379,1.0851526805631384,1.7040751643766956,1.308652111051771,6.747701578619548,2.1123665230725632,1.2263852172703864,0.3265373481399519,2.8720210181434846,12.681322756890715,9.186612719099845,7.741723817188888,8.495767503397456,12.280189603022675,9.19643123049574,12.010741207603951,10.977807169394616,4.540988167082571,8.342763618205446,4.234608614333594,8.065014305319641,7.568729867102878,5.131758205910607,7.516119971888754,0
TCGA-69-7763-01A,3.919730977905868,5.953777402627386,4.847185162269961,5.7994085601473815,4.236293612236992,5.2550361256485845,5.8888503817672975,6.605886896879942,4.113833828959277,2.388960972915525,10.058162914217926,5.840913848327526,3.182565182221083,5.467152293328924,6.788825327925373,9.585110707481665,6.389141718517624,4.2433644256936605,3.778145483398629,10.879660666043392,7.564694447525589,11.348416790584643,4.796405672621643,3.014640946881753,3.748504169717507,3.500916750400239,4.657136917645473,2.909504313560603,1.8140991902745536,5.5442257074345145,1
TCGA-86-8279-01A,7.388880060404089,5.2491912162667775,3.9065827878324657,0.8794705250869596,2.4678011564884073,5.992471614668927,5.768451661839357,7.191781738636485,6.101500908102447,5.371886393869105,9.363955565813448,4.5544292255234184,5.3033825824543515,5.355428625433883,6.262812724721365,3.3615578340826575,2.425056411104588,0.4918017995940514,0.4590118644763818,5.131004978969598,0.0706641007787896,6.147379971498372,3.7530054281952,0.3942946204946574,2.7678030852607023,2.3803969919884493,0.7790495528374586,1.512226886513957,0.0090604681563835,4.547061093113728,1
TCGA-93-8067-01A,5.846059489461353,6.763811234872432,6.3375005945584535,6.56298113919041,2.166908219842449,4.896916024784285,2.832039332651974,9.296254800950454,4.4019648906192375,5.321195741303667,10.538230359217032,4.825215762305661,4.159976256238884,3.538699557661559,7.337249027518805,7.771891519322757,4.801676029253588,2.882760416387591,2.493801021993489,8.704779995247929,6.1718733273139685,9.28499709760993,6.53591919601296,1.3330801940067238,5.537084804287459,3.2453739626181624,2.2988049234647367,1.481660603421582,0.135140816394815,4.303422769301919,1
TCGA-97-8179-01A,5.982208717616487,9.559236925273352,3.8890451484222295,3.7755878953576247,5.481605714151662,4.744403318805372,4.278884292058246,1.260447258873685,5.839632123031937,4.378157842153383,10.358786673815024,1.9622898882909987,2.968256675479465,3.614097304774179,6.9085067107714035,8.396334196976184,6.311415923366897,4.183716755613919,2.921341112838346,8.706429709548077,3.4247608842280752,8.621152967518256,5.231190454100246,2.470797138418363,3.370652537623519,4.041751130779796,1.42320164970806,3.001297841595647,0.6840107816273111,5.698807439940466,1
TCGA-55-A48Y-01A,7.491885155863256,5.847653724732921,5.023738831424892,6.202200243003886,9.35529625094489,6.2479009372375245,3.7144873205700617,7.372542103991462,5.9411227478080155,4.01241670877308,9.69190382909649,4.760753208062987,5.396214301673259,4.501662060944768,5.976132181018808,0.4259963213510792,2.6229771909078723,0.614097304774179,0.8761731144374604,3.492647962586953,0.2729786953735745,3.906496205061511,2.585275050788314,0.3507235344410223,1.0828388147248915,2.297279472578877,2.170053235302304,0.6432097175758189,0.0150693217176482,3.7763356431298223,1
TCGA-55-6986-11A,2.5592225829037236,1.7264388901165069,0.6332917004639034,0.5960764237105123,0.9004128007060886,1.5170740798157043,0.2807188136180102,3.236599764166773,1.0784048918675695,0.757108610552388,4.523593318651788,1.4361085236566935,0.1515990822693965,0.3336527147654136,4.156809172269587,11.590911853633832,10.618288309795991,7.749178242764423,6.217193872731702,11.081112497282753,12.033897374728252,11.039592455464984,7.505050912253269,6.964257682977503,6.50916375794596,6.174654090812963,7.760861632286153,4.328850822189949,6.351479925134684,8.674460298456989,0
TCGA-86-8055-01A,9.1791584446037,7.210139457401668,3.0712134896052645,3.6348023395338536,7.594803805167366,7.385354240975756,7.870249422680391,8.837755956821281,5.020648872530421,3.921950399267121,4.976294890684461,5.564710450160172,4.9902832611257555,7.181197984975912,5.136732787604095,6.132165525478088,3.7379787316095543,2.1224408089046753,1.4288927617859155,6.2022962510996615,1.2754242956398751,6.418449717630788,1.3497615679526698,0.4044671967630893,0.2953703879534841,1.4416428259047207,2.0393840874685925,2.647268453104383,0.2811937749526341,4.529183771669472,1
TCGA-91-6835-11A,2.407923733250162,4.068455852005551,1.0906502196555257,0.687239893984603,2.882447416431731,2.9345919839824184,2.2023236808106983,4.489536513374614,2.144437998368391,1.2553798740513156,2.136158567555335,2.2526881369804306,3.5355926568654854,1.2172927662858768,4.215065049002554,11.874129153091074,9.030990947701586,7.210234938629164,3.945055163537211,11.330619907757388,11.549405224868057,11.379402790868404,6.480055036916491,6.51496647903324,4.5660844905154665,6.17881421635862,2.373926562684365,3.3661963008204907,0.3433509662005084,7.845581627809997,0
TCGA-55-6982-11A,1.0852886748169872,2.135994462696845,0.3777345782392752,1.123864809909961,2.811923086349569,1.9719205596457283,0.7475163018648466,2.239703535488478,1.743385707813666,1.0768326955573986,2.655580809652776,1.1696043669169591,0.9834588115903232,0.956502777770044,3.093627779781801,12.12810938388773,9.972754105071846,8.487627029695153,5.765821135333424,11.818962851758709,10.026108694536102,12.04724196146485,6.110787085526101,6.035689885129506,4.677153021563326,6.3989813430130225,7.094169550610587,4.909873887700002,5.526600957777207,8.767683265231987,0
TCGA-55-A4DF-01A,6.524464925964998,3.2469400684616847,2.3188374192962087,1.0514417113826102,9.708076159680166,5.41498790578442,1.2846325762508295,6.741822897160499,3.15156661217406,5.751916233095042,6.545749107264762,3.279768421593595,3.769771739249448,0.9633261476640852,8.897294888705192,6.018458366123276,3.8354289468852016,2.21204009797664,0.6730136152896087,7.541829976416196,3.2453131086672564,7.808781454144006,1.4168937744231214,2.1489015743954254,1.0701832138770622,0.5061956922648138,2.468557251820314,0.5750218259294216,0.1186255135442456,3.489761275740863,1
TCGA-44-6774-01A,6.832149493796621,7.88064818414758,3.3450130819950266,2.15704371014558,8.879169372630297,7.228277097311854,4.586908825552494,5.789280621348266,5.217696026671692,4.098006809249383,6.783831161649155,2.566303728421958,6.048284146791826,5.5677431719010135,6.369942766593536,1.262673686981836,1.133826527298828,0.6274200694012009,1.3780676487800338,3.88944433788246,0.8303364633393187,3.4115618309942577,4.536419745869197,0.1331689334860438,3.127963378123582,1.2100770989032086,1.0865120465742817,1.5396303246846663,0.973941836128054,4.2803996111265254,1
TCGA-50-5066-01A,9.35567395967367,7.004577794622108,2.316753979438284,1.9915717301498452,1.7187451977564,7.842570974019328,4.994846697653448,7.476374396300288,4.240657787266743,5.7413429362608195,8.764294729060055,3.1984941536390834,6.419387198312857,3.636172166835885,4.553937957318789,8.325740784196741,3.3917539747014853,2.185581148834532,3.636183769985731,8.579171849468404,0.3245802145600629,7.907411074171745,4.968348846920172,1.5554235315619,1.565353456782628,1.8843634762074313,3.0621908048433673,1.6261587476628316,0.0522767654523577,7.064435603698038,1
TCGA-05-5423-01A,9.346983252883376,9.948715013507329,1.6157929308744303,6.729531018385868,6.3593665475136145,4.469892486616457,3.743794992171819,2.9858647012425323,4.613631836594985,4.109962253398818,5.892279297728787,2.0772088114411167,3.24848929580373,3.971920559645728,5.903457709363694,8.410395381058889,5.940150302725726,4.317390905337607,3.301616909897493,12.83032156703652,6.209281791692462,12.907839343982866,6.43912774937826,1.321408631163561,2.8650873926968856,3.368838177750879,3.3476656563009706,5.273180166688152,0.5857317329659271,4.268861030452571,1
TCGA-67-3774-01A,3.66353818030108,8.457973432086776,3.1546804136914064,8.745871599270632,3.2214440529543986,3.9011661814109737,2.03502559505459,5.589086315877082,4.679395646592211,2.0454080213300703,8.980445796442396,3.4107616936608713,1.8794705250869592,3.215321372773869,6.99553087432139,9.176567872329713,4.995981914173208,5.123508941407199,2.663754482383346,10.517691235055644,7.974088153879965,10.950993960760544,4.542654272102036,0.979074161145452,2.4331464111795635,10.228570285115495,4.801381149290533,1.150754622192986,0.1348780543431117,4.790271594413302,1
TCGA-97-A4M2-01A,4.63739578501629,5.848292428394588,2.162210036314307,3.31925663720073,4.297947055819097,1.861915674601933,1.542158977177888,7.447272541675679,4.239588982848368,2.305007430405783,8.155818031014215,2.2940178153102173,1.77082904603249,0.9882665854261732,5.296130653173408,11.826775201395218,8.27613929753328,5.9377210257617925,5.034206909799316,11.206283816671148,9.3235718304826,11.643695726112195,5.335261712373013,5.429120475723087,5.1026119442290465,7.00856308058516,5.448438474769669,4.826970429770684,2.7023250868758115,6.6854173990783625,1
TCGA-95-7567-01A,6.464369308049445,10.01516329059042,5.6543381510601485,2.138945497923842,6.0850761781614615,6.172667521130137,5.617704007481804,6.078897986301678,6.038563482989919,6.28846377025269,4.356904405908176,5.249126729714638,3.6427246732502097,4.350058714301094,7.739640214372154,0.3103401206121505,4.541929845754457,0.0496307677246004,0.7530054281952,10.430993042875942,2.124791311344209,9.989209272309866,3.3596476677594187,1.1257833316273236,2.553262190272433,0.34164424053016,0.9842612206844392,0.4790235599805143,0.0207688650945718,3.0837750162697284,1
TCGA-49-AAR0-01A,8.280265506454828,3.686836649976077,3.0132657183025056,3.960363429627513,6.6451497071705425,4.531961541237854,3.5599811941598287,9.750891183931088,4.822918756521658,5.764768110966942,8.758352151916528,1.735045532637686,3.2047823980213943,2.283121699040853,6.983775725322473,11.569437023679503,7.752772002904135,4.557912427715421,3.924261443232844,10.812442229966512,8.50685222088565,11.147134060667655,4.927313380958058,4.527783497326449,4.332715093399717,4.961266777433537,2.9275551714371293,3.080708821836778,0.8683706967392324,5.655798307983157,1
TCGA-05-5428-01A,10.494986250951987,7.870346223374571,4.061931689271336,2.302406794557726,3.531867995605555,6.669053702370753,4.608554974832583,1.1352064994306743,4.828524959660275,6.086577858353502,11.11545753628964,4.044420349938919,4.08646109345749,3.71311290108252,5.5305202655151895,5.730069285704156,3.212662714148783,1.668663777700221,1.4896970614949667,7.446657382309218,3.154615611326894,7.071884919141402,6.260778431893426,0.8128678364990805,2.0407872485594716,0.5774409133886134,1.1694760931513468,2.265646923715638,0.0608774728993346,4.0704923738570065,1
TCGA-44-2656-01A,8.764688506093561,7.839923695974063,5.037241635855932,5.53909055295374,7.184173159621688,6.08597482527546,1.77635670083606,4.698743554776809,4.999614478413195,4.791522377696187,6.950495826028658,3.4472816348064015,1.6947465005779068,3.8916476278794314,6.904481087265893,8.384419415502425,5.283542163227767,3.984370605536269,3.5412918016890567,11.79235735984292,3.151550376852341,11.883085609177838,6.679413945142947,0.983933016358921,2.0452332614736566,2.3956660819368825,2.351020482743332,2.5757237789852696,0.8484777247699951,5.085908985981152,1
TCGA-53-7813-01A,2.9966779796163703,7.701097104353286,3.853117391223551,9.26430489251817,8.970797585502847,5.072230165382086,1.895263838687277,11.27854238244459,3.763698385179048,5.738540878156095,8.994912019435535,1.8125392979173272,5.419966917429418,1.5756511789882286,7.931026438871118,3.762720870292284,2.7922931538592173,2.2575839604525996,0.2189671100489566,7.642386778165627,0.2062681245209827,7.966377398926963,0.6646648724185343,0.0976107966264223,0.1487389127375251,3.8962815377945903,0.7330939811748153,0.751035176667862,0.0366088286051013,3.4659352957812093,1
TCGA-O1-A52J-01A,6.524840996689508,8.012887635634412,3.4593266915460195,0.2796495785570857,6.10688219544924,3.1084575476305414,1.049700461453794,3.4537677739119466,2.233305221247417,3.2688984487216555,3.560127976081264,0.9963887464476212,0.3985692755949833,1.926492887718456,6.811238526216618,11.435245619026851,6.610899340109927,5.07428706321625,0.2976022986520079,10.784017233357345,2.9613825503584255,9.862968318155458,3.447737871053567,0.8648893644697498,2.9928952953577013,0.4224483122334644,2.5053828490623045,3.756553653952757,0.0589398545562329,3.0724831505426056,1
TCGA-35-4122-01A,11.286719867991774,9.852342703804466,3.560042355108642,6.63717984253608,1.2266934788559032,6.694412215812586,3.5319303600343703,6.707894693596059,4.698946310972179,7.284073587976278,8.061745961146228,4.440772846338099,5.6794463189333975,3.033052919315916,4.42485492207362,7.011104229670533,3.3173619602597935,2.6211962014167396,3.9781864754962584,10.17992886475109,1.5809172886632077,10.29729517992258,5.33562616916088,0.684728987014086,2.1864371689478572,1.3093508373232758,1.7536901028433425,3.760880921631564,0.0040339012844897,5.819044788224364,1
TCGA-44-2656-01B,7.510757048363453,5.821626038363391,3.4260097442049076,1.8129499594557492,7.852982611462496,5.903260057783016,0.5947396223326862,2.319299997618326,2.18783107730836,4.301331567455374,2.3647124929766017,2.6742572497636172,0.97144238931739,4.165043649483044,5.256448370687056,5.909677113254291,3.3400922128299895,4.458290126546285,1.996316429094244,9.204116990622984,0.2740528840782579,9.118760724571402,4.4647728063347385,0.7979260497258778,1.024461530140996,2.689478088359622,1.3499879707215268,1.4150555328541454,1.4267478089065773,5.389611551134689,1
